,broad_category,Prod,national_estimate,Amputation,Fatality,Hospitalized,avg_Severity,raw_count
659,sports and recreation equipment,"SQUASH, RACQUET BALL OR PADDLE BALL",2471,0,0,3,0.08,75
660,sports and recreation equipment,"SURFING (ACTIVITY, APPAREL OR EQUIPMENT)",7164,1,0,11,0.17,150
661,sports and recreation equipment,"SWIMMING (ACTIVITY, APPAREL OR EQUIPMENT",83905,1,1,98,0.1,2186
662,sports and recreation equipment,SWIMMING POOL CHEMICALS,2940,0,0,1,0.03,61
663,sports and recreation equipment,SWIMMING POOL EQUIPMENT,5237,0,0,12,0.22,110
664,sports and recreation equipment,SWIMMING POOL SLIDES,703,0,0,2,0.15,27
665,sports and recreation equipment,"SWIMMING POOLS, NOT SPECIFIED",59108,1,10,175,0.26,1647
666,sports and recreation equipment,SWINGS OR SWING SETS,48684,0,0,90,0.11,1683
667,sports and recreation equipment,TAPES (WITH ADHESIVE SURFACES),2483,1,0,3,0.17,59
668,sports and recreation equipment,"TETHERBALL (ACTIVITY, APPAREL OR EQUIPME",760,0,0,1,0.08,25
669,sports and recreation equipment,TRAMPOLINES,112930,0,0,225,0.12,3885
670,sports and recreation equipment,TREE STANDS (HUNTING),4614,0,0,28,0.74,76
671,sports and recreation equipment,"VOLLEYBALL (ACTIVITY, APPAREL OR EQUIP.)",66041,0,1,32,0.04,1885
672,sports and recreation equipment,"WATER SKIING (ACTIVITY, APPAREL OR EQUIP",2268,0,0,2,0.08,51
673,sports and recreation equipment,"WATER SLIDES, BACKYARD/HOME (NOT SWIMMIN",5880,0,0,8,0.1,168
674,sports and recreation equipment,"WATER SLIDES, NOT ELSEWHERE CLASSIFIED",6119,0,0,5,0.07,148
675,sports and recreation equipment,"WATER SLIDES, PUBLIC (STATIONARY AMUSEME",5574,0,0,10,0.1,195
676,sports and recreation equipment,"WEIGHT LIFTING (ACTIVITY, APPAREL OR EQU",125959,6,0,148,0.11,3036
677,sports and recreation equipment,"WHIRLPOOLS, HOT TUBS OR HOME SPAS",8951,0,0,29,0.3,194
678,tools and workshop equipment,AIR COMPRESSORS (SEPARATE),2396,0,0,6,0.3,40
679,tools and workshop equipment,AUTOMOTIVE TOOLS OR ACCESSORIES,4427,2,0,5,0.17,108
680,tools and workshop equipment,BAND SAWS,1910,3,0,3,0.45,40
681,tools and workshop equipment,BARSTOOLS OR KITCHEN STOOLS,16644,0,1,53,0.29,392
682,tools and workshop equipment,CHAIN SAWS,27467,6,0,33,0.19,484
683,tools and workshop equipment,"DRILLS, NOT SPECIFIED",11012,3,0,10,0.16,203
684,tools and workshop equipment,EXTENSION OR STRAIGHT LADDERS,1914,0,0,7,0.48,29
685,tools and workshop equipment,HACKSAWS,446,0,0,0,0.0,8
686,tools and workshop equipment,HAMMERS,20502,2,0,11,0.08,392
687,tools and workshop equipment,HAND LAWN MOWERS,1498,0,0,5,0.38,26
688,tools and workshop equipment,HAND SAWS,2622,2,0,2,0.22,54
689,tools and workshop equipment,HEAVY-DUTY WORKSHOP STAPLERS,1149,0,0,1,0.08,26
690,tools and workshop equipment,JIGSAWS,558,1,0,1,0.67,9
691,tools and workshop equipment,"LADDERS, OTHER OR NOT SPECIFIED",138218,1,5,724,0.53,2841
692,tools and workshop equipment,"LAWN MOWERS, NOT SPECIFIED",49345,23,3,170,0.47,977
693,tools and workshop equipment,MANUAL DRILLS,109,0,0,0,0.0,1
694,tools and workshop equipment,MANUAL FILING OR SANDING TOOLS,1279,0,0,1,0.08,25
695,tools and workshop equipment,"MANUAL PRUNING OR TRIMMING EQUIPMENT, NO",1771,0,0,7,0.37,38
696,tools and workshop equipment,MANUAL SNOW OR ICE REMOVAL TOOLS,27549,0,2,72,0.29,547
697,tools and workshop equipment,"MANUAL WORKSHOP GRINDERS, BUFFERS OR POL",1716,0,0,3,0.18,34
698,tools and workshop equipment,OTHER MANUAL PRUNING OR TRIMMING EQUIPME,669,0,0,0,0.0,13
699,tools and workshop equipment,OTHER MANUAL WORKSHOP TOOLS,6870,0,0,5,0.07,135
700,tools and workshop equipment,OTHER POWER GARDEN TOOLS,216,0,0,2,0.67,6
701,tools and workshop equipment,OTHER POWER PRUNING OR TRIMMING EQUIPMEN,290,2,0,1,1.0,10
702,tools and workshop equipment,OTHER UNPOWERED GARDEN TOOLS,25074,0,0,51,0.21,494
703,tools and workshop equipment,"PLIERS, WIRE CUTTERS OR WRENCHES",10041,1,0,3,0.05,182
704,tools and workshop equipment,"POWER DRILLS OR ACCESSORIES, NOT SPECIFI",6777,0,0,7,0.11,132
705,tools and workshop equipment,"POWER LAWN MOWERS, NOT SPECIFIED",9248,22,0,31,0.73,206
706,tools and workshop equipment,"POWER PRUNING OR TRIMMING EQUIPMENT, NOT",772,0,0,4,0.5,16
707,tools and workshop equipment,"POWER SAWS, OTHER OR NOT SPECIFIED",13929,29,0,21,0.59,269
708,tools and workshop equipment,"POWER WORKSHOP GRINDERS, BUFFERS OR POLI",16729,1,0,10,0.09,264
709,tools and workshop equipment,"PRUNING OR TRIMMING EQUIPMENT, NOT SPECI",20245,9,1,56,0.38,412
710,tools and workshop equipment,RADIAL ARM SAWS,28,0,0,0,0.0,1
711,tools and workshop equipment,RIDING POWER LAWN MOWERS,14396,3,1,63,0.59,247
712,tools and workshop equipment,ROTARY POWER LAWN MOWERS,1309,3,0,3,0.78,23
713,tools and workshop equipment,SABRE SAWS,1650,0,0,0,0.0,26
714,tools and workshop equipment,"SAWS, NOT SPECIFIED",16722,22,0,13,0.36,317
715,tools and workshop equipment,SCREWDRIVERS,4707,0,0,12,0.26,93
716,tools and workshop equipment,SEE-SAWS OR TEETER BOARDS,2787,0,0,3,0.06,96
717,tools and workshop equipment,STATIONARY POWER DRILLS AND ACCESSORIES,362,0,0,0,0.0,7
718,tools and workshop equipment,STEP STOOLS,13904,0,0,41,0.25,322
719,tools and workshop equipment,STEPLADDERS,10808,0,0,53,0.46,230
720,tools and workshop equipment,"STOOLS, OTHER OR NOT SPECIFIED",29402,1,1,101,0.29,726
721,tools and workshop equipment,TOOL SHEDS,6822,1,1,19,0.38,131
722,tools and workshop equipment,TOOLBOXES OR TOOL KITS,5121,0,0,8,0.16,98
723,tools and workshop equipment,"TOOLS, NOT SPECIFIED",38915,3,1,92,0.26,795
724,tools and workshop equipment,VISES OR WORKSHOP CLAMPS,746,0,0,0,0.0,14
725,tools and workshop equipment,WORKSHOP COMPOUNDS OR CHEMICALS,490,0,0,3,0.43,14
726,tools and workshop equipment,WORKSHOP FURNISHINGS,900,0,0,2,0.21,19
727,tools and workshop equipment,"WORKSHOP GRINDERS, BUFFERS OR POLISHERS,",17877,0,0,9,0.06,281
728,toys and children's products,BALLOONS (TOY),4349,0,0,5,0.07,135
729,toys and children's products,"BLOCKS, STACKING TOYS OR PULL TOYS",2026,0,0,5,0.14,70
730,toys and children's products,BUILDING SETS,9539,0,0,28,0.16,359
731,toys and children's products,COMPUTERS (EQUIPMENT & ELECTRONIC GAMES),33342,1,1,47,0.12,896
732,toys and children's products,DOLL HOUSES AND OTHER PLAY SCENES,992,0,0,2,0.11,37
733,toys and children's products,"DOLLS, PLUSH TOYS, AND ACTION FIGURES",4614,0,0,5,0.05,193
734,toys and children's products,FLOTATION TOYS (EXCL. OFFICIAL LIFE SAVI,1743,0,0,4,0.17,47
735,toys and children's products,GAMES OR GAME PARTS (EXCL MARBLES & COMP,8994,1,0,28,0.25,241
736,toys and children's products,MARBLES,2978,0,0,8,0.15,104
737,toys and children's products,"NONWHEELED RIDING TOYS, UNPOWERED",1044,0,0,0,0.0,35
738,toys and children's products,OTHER TOY GUNS,955,0,0,3,0.23,26
739,toys and children's products,OTHER TOY WEAPONS (NONPROJECTILE),1293,0,0,1,0.05,41
740,toys and children's products,OTHER TOY WEAPONS (PROJECTILE),130,0,0,0,0.0,3
741,toys and children's products,POWERED RIDING TOYS,1840,0,0,2,0.05,76
742,toys and children's products,"PRETEND ELECTRONICS,TOOLS,HSEWRS&APPLIAN",3511,1,0,5,0.1,135
743,toys and children's products,"RIDING TOYS, NOT SPECIFIED",2066,0,0,5,0.1,100
744,toys and children's products,SLINGSHOTS OR SLING-PROPELLED TOYS,92,0,0,1,0.5,4
745,toys and children's products,SQUEEZE OR SQUEAKER TOYS,297,0,0,0,0.0,10
746,toys and children's products,TOY BOWS OR ARROWS,454,0,0,0,0.0,13
747,toys and children's products,"TOY CAPS, CAP TOYS OR CAP GUNS",127,0,0,0,0.0,3
748,toys and children's products,TOY GUNS WITH PROJECTILES,4557,0,0,3,0.04,162
749,toys and children's products,"TOY GUNS, NOT SPECIFIED",1512,0,0,0,0.0,44
750,toys and children's products,TOY MAKE-UP KITS OR COSMETICS,123,0,0,0,0.0,4
751,toys and children's products,TOY MUSICAL INSTRUMENTS,614,0,0,0,0.0,26
752,toys and children's products,TOY SPORTS EQUIPMENT,1039,0,0,1,0.05,37
753,toys and children's products,TOY VEHICLES (EXCLUDING RIDING TOYS),10580,0,0,11,0.07,324
754,toys and children's products,"TOYS, NOT ELSEWHERE CLASSIFIED",13059,0,0,13,0.05,495
755,toys and children's products,"TOYS, NOT SPECIFIED",47945,0,0,61,0.08,1554
756,toys and children's products,TREEHOUSES OR PLAYHOUSES,1672,0,0,6,0.16,76
757,toys and children's products,WATER TOYS,700,0,0,2,0.17,24
758,toys and children's products,"WHEELED RIDING TOYS, UNPOWERED",1566,0,0,3,0.1,58
